1096111048228085921;18446744073709551615;False;18446744073709551615;18446744073709551615
1098519133324320848;18446744073709551615;True;18446744073709551615;18446744073709551615
1150793957454909571;18446744073709551615;False;18446744073709551615;18446744073709551615
1149783053862965249;1212116794848972830;True;18446744073709551615;18446744073709551615
1183818877570924684;1225321040914284544;True;18446744073709551615;18446744073709551615
1244165263352528907;1244165263814033429;True;18446744073709551615;18446744073709551615
876927374229372999;1266453682300649562;True;18446744073709551615;18446744073709551615
1264292489506848869;1264292489506848872;True;18446744073709551615;18446744073709551615
1264292412361277495;1264292412910469185;True;18446744073709551615;18446744073709551615
1264292558742491147;1264292558742491150;True;18446744073709551615;18446744073709551615
1234104229157929040;1236335034135478403;True;18446744073709551615;18446744073709551615
1252715235052359770;1270616766565060729;True;18446744073709551615;18446744073709551615
110373943822540800;18446744073709551615;True;18446744073709551615;18446744073709551615
